Sleep_Hours,Sleep_Quality,Physical_Activity_Min,Diet_Quality,Stress_Level,HealthScore,HealthFloor,FloorNum,C1,C2,C3
4.3,1.0,0,1.0,9,-8.319795451448218,🔴 Floor 0 — At Risk,0,-2.5659437202239825,-2.403409848873402,0.2689983550963954
5.9,2.0,21,0.0,4,-2.5656880090540937,🟠 Floor 1 — Below Average,1,-1.0829535497379343,-0.10883908485052708,1.543731493476024
6.2,2.0,45,1.0,7,-0.016130907038946596,🟠 Floor 1 — Below Average,1,0.4094504189660863,0.30431412803934627,-0.05806696085328964
6.0,0.0,31,1.0,4,-2.262878382269242,🟠 Floor 1 — Below Average,1,-1.0427974450588364,-0.19322264338015546,-1.136415150714186
5.3,0.0,14,1.0,3,-3.0306687425655694,🔴 Floor 0 — At Risk,0,-1.569644436806193,-1.267251564676875,-0.7628481323964152
7.2,2.0,56,0.0,5,-0.10703092109979184,🟠 Floor 1 — Below Average,1,0.12577157954102297,2.0618271769648318,0.768012721611311
8.6,2.0,18,1.0,5,1.633528722663577,🟡 Floor 2 — Average,2,1.0466281567236295,-0.42596183739415155,0.5490743439274182
5.6,0.0,17,0.0,6,-8.798326903696612,🔴 Floor 0 — At Risk,0,-3.1818262714046477,-0.11128517867287004,0.2681226927462326
7.6,2.0,39,0.0,6,-1.942520246643039,🟠 Floor 1 — Below Average,1,-0.30226671627365426,1.2960449172254147,1.1578973683713263
6.7,1.0,29,1.0,2,1.8856003251394242,🟡 Floor 2 — Average,2,0.2987040827976895,-0.24703005224648494,-0.41173161271608755
5.8,2.0,21,1.0,1,3.554650835988336,🟢 Floor 3 — Healthy,3,0.6828474511155063,-1.0542387919748701,0.44619517841424655
6.1,1.0,45,1.0,6,-1.1091237130492697,🟠 Floor 1 — Below Average,1,-0.22999162529948633,0.41779239155506936,-0.7518913258297935
8.5,0.0,25,0.0,1,-1.5624383786551324,🟠 Floor 1 — Below Average,1,-0.9739214562374444,1.1017248376994926,0.07334720151945467
6.7,0.0,47,1.0,5,-1.565401874853337,🟠 Floor 1 — Below Average,1,-0.5405083020633289,0.8291465774854914,-1.4874871374997842
5.4,3.0,45,0.0,4,0.7132519673923244,🟡 Floor 2 — Average,2,0.07648611160582347,0.8494952368042313,1.6892863862899161
7.5,3.0,35,0.0,3,2.4220063310405937,🟡 Floor 2 — Average,2,0.8407827411135362,0.9153103047352338,1.9182626493659125
8.2,2.0,39,1.0,9,-0.8678869258528827,🟠 Floor 1 — Below Average,1,0.7206673123851379,0.55274668614921,0.09735907783023723
5.6,0.0,24,0.0,3,-5.535233702184807,🔴 Floor 0 — At Risk,0,-2.498583009045363,0.24656024709684607,0.09376776794610947
3.9,0.0,33,1.0,6,-5.457775646077179,🔴 Floor 0 — At Risk,0,-2.174002971613457,-0.6710578223438084,-1.1798012601744965
10.0,2.0,20,1.0,3,4.613594459547802,🟢 Floor 3 — Healthy,3,1.996255408287617,0.06395562174123895,0.4992617108881798
5.6,3.0,26,0.0,5,-1.4046041891818863,🟠 Floor 1 — Below Average,1,-0.48061350171199,-0.07519400138377476,2.1232414914368887
6.7,0.0,39,2.0,3,3.1396636326644822,🟢 Floor 3 — Healthy,3,0.8983566117429224,-0.5004794518782801,-2.398973496607182
9.1,2.0,21,1.0,1,5.8933464029452605,🟢 Floor 3 — Healthy,3,2.001950181106224,-0.13704376179854733,0.46136865559115064
7.8,3.0,36,0.0,1,4.552193026058752,🟢 Floor 3 — Healthy,3,1.326151233928768,1.0478363867141105,1.8858872221332121
8.0,3.0,13,2.0,8,3.4519133479224613,🟢 Floor 3 — Healthy,3,2.237014562924518,-1.903613580869258,0.28322824426236815
6.6,0.0,41,1.0,6,-2.981786631887217,🔴 Floor 0 — At Risk,0,-0.898274311606257,0.4926520785217641,-1.3473468492871377
7.2,2.0,14,1.0,1,4.054627742716188,🟢 Floor 3 — Healthy,3,1.0705618498486231,-1.026743651887272,0.6100976318811717
6.9,0.0,44,0.0,1,-1.3603881760880174,🟠 Floor 1 — Below Average,1,-1.1468872899478064,1.6385585251983226,-0.3614152350109297
5.7,2.0,21,1.0,6,-1.1343791122281228,🟠 Floor 1 — Below Average,1,-0.20935589404477836,-1.0757451186884377,0.4738848828670775
5.5,2.0,38,1.0,8,-1.9280468927635996,🟠 Floor 1 — Below Average,1,-0.21271029932700344,-0.2506028041147848,0.10180954485936511
7.4,0.0,21,1.0,1,0.7970531971661798,🟡 Floor 2 — Average,2,-0.2174182714849279,-0.3244790818335678,-0.9219173067256581
7.3,3.0,39,2.0,5,7.554882815716906,🟢 Floor 3 — Healthy,3,3.1070472815709094,-0.7587903684617149,-0.32175089601989293
5.7,2.0,6,2.0,2,4.925753579359292,🟢 Floor 3 — Healthy,3,1.3984962925627538,-2.7695040359015795,-0.291396058231722
7.3,0.0,51,0.0,5,-4.27924126384994,🔴 Floor 0 — At Risk,0,-1.496875536814439,2.116381553052442,-0.4945216409481417
8.1,2.0,30,1.0,3,3.9702112982859283,🟢 Floor 3 — Healthy,3,1.4823505058114546,0.05247063898074915,0.26557515113126656
9.1,1.0,34,1.0,3,3.014407015666661,🟢 Floor 3 — Healthy,3,1.2103946595180723,0.6795768733621349,-0.507541612889988
6.9,0.0,51,1.0,3,0.7048568161710342,🟡 Floor 2 — Average,2,-0.02143907299226759,1.088857971964364,-1.5878074616676965
6.5,2.0,14,1.0,6,-1.0596195813106213,🟠 Floor 1 — Below Average,1,-0.06147835530997397,-1.2150127113601712,0.6350285223018383
6.2,1.0,47,1.0,4,0.9496377095791961,🟡 Floor 2 — Average,2,0.19998909626815764,0.5463905963785752,-0.8076813892720547
8.8,1.0,16,1.0,2,2.459781053030143,🟡 Floor 2 — Average,2,0.8188810590177413,-0.3349365931927694,-0.10964035368526837
7.3,0.0,17,0.0,6,-7.593544338900621,🔴 Floor 0 — At Risk,0,-2.5022885014094296,0.3612092308119025,0.27593933250403174
8.7,0.0,39,1.0,2,2.0603747861532806,🟡 Floor 2 — Average,2,0.57382342901259,0.9679722726535556,-1.3152205425434371
8.9,3.0,13,1.0,4,4.363955543774461,🟢 Floor 3 — Healthy,3,1.9841187912936196,-0.7446660103106556,1.345033668525563
8.5,1.0,41,1.0,9,-2.460405852678405,🟠 Floor 1 — Below Average,1,0.11978609859002609,0.8819769981158971,-0.6339862394975306
5.6,0.0,50,1.0,5,-2.134025505197708,🟠 Floor 1 — Below Average,1,-0.906535665804687,0.6783940020532682,-1.5600300578219368
8.2,0.0,38,1.0,9,-4.8297114197163955,🔴 Floor 0 — At Risk,0,-0.8437212189626453,0.7861460751678891,-1.2556152131965999
5.9,0.0,37,1.0,4,-1.911864827621759,🟠 Floor 1 — Below Average,1,-0.9354231625474589,0.0889417704130587,-1.2718451422459158
8.7,1.0,19,0.0,6,-4.514987435757413,🔴 Floor 0 — At Risk,0,-1.1236381226117025,0.7111121300542783,0.9251211634609082
7.3,2.0,42,1.0,1,6.094285186003105,🟢 Floor 3 — Healthy,3,1.7981544249001231,0.4475217489759841,-0.019303448680967148
5.6,2.0,28,0.0,8,-5.980628035261423,🔴 Floor 0 — At Risk,0,-1.712751466602598,0.17442742145103904,1.4074064711679537
7.1,0.0,51,1.0,5,-1.00066821279141,🟠 Floor 1 — Below Average,1,-0.2823856670570568,1.1469605343826694,-1.5756280542736985
7.4,2.0,25,1.0,7,-0.5719732130267174,🟠 Floor 1 — Below Average,1,0.39796716392572423,-0.39535441506344393,0.39735129785449114
4.7,2.0,32,0.0,8,-6.337198687455254,🔴 Floor 0 — At Risk,0,-1.9742753615926691,0.1309221240363326,1.3132881239910168
7.1,1.0,46,1.0,2,3.364414074646857,🟢 Floor 3 — Healthy,3,0.876078751578003,0.7423600102546377,-0.7923079394082454
6.9,0.0,54,1.0,5,-0.9314657794202553,🟠 Floor 1 — Below Average,1,-0.2886577408009459,1.2463520580894438,-1.6440327535476045
7.8,2.0,27,1.0,1,5.393925205972043,🟢 Floor 3 — Healthy,3,1.6296507436209768,-0.18840481352399616,0.32042103599509225
5.9,2.0,41,0.0,5,-2.083043028561903,🟠 Floor 1 — Below Average,1,-0.7622426817330605,0.925612416186857,1.0994607641908771
7.1,3.0,49,1.0,4,5.619602120038657,🟢 Floor 3 — Healthy,3,2.1486907663652586,0.6147950069299655,0.5269360912708564
5.4,0.0,17,1.0,2,-1.8252255441729608,🟠 Floor 1 — Below Average,1,-1.2855519735188128,-1.0857361670063654,-0.835503326012544
5.0,0.0,38,1.0,4,-2.4793770384568603,🟠 Floor 1 — Below Average,1,-1.2706206037930783,-0.1095426282948658,-1.298478394826335
3.9,0.0,9,2.0,3,-0.9540997075298563,🟠 Floor 1 — Below Average,1,-0.9576175308046821,-2.8284965510206734,-1.7369970161254376
5.5,0.0,28,1.0,4,-2.8281677540858037,🔴 Floor 0 — At Risk,0,-1.316335041312978,-0.48717068863948293,-1.0712290678111385
4.4,2.0,23,0.0,5,-4.411735819935401,🔴 Floor 0 — At Risk,0,-1.8038761092621296,-0.42116902347077945,1.4974742966895729
8.9,2.0,29,1.0,1,6.314118100718532,🟢 Floor 3 — Healthy,3,2.1184673511215815,0.22064626406359028,0.2804887986563817
6.4,0.0,28,1.0,6,-4.0376058446028384,🔴 Floor 0 — At Risk,0,-1.2974719653797357,-0.234511604668624,-1.055831044046282
6.0,1.0,41,1.0,5,-0.5376166100897419,🟠 Floor 1 — Below Average,1,-0.19774972327448911,0.18210230862162602,-0.6680009033981021
6.9,2.0,35,0.0,5,-1.7962305194938608,🟠 Floor 1 — Below Average,1,-0.5098616742469693,0.8935921015326401,1.2390289767708533
4.9,1.0,53,1.0,3,1.3738485897222596,🟡 Floor 2 — Average,2,-0.0018642341849764588,0.4937720522371954,-0.9542589102264181
8.4,2.0,16,1.0,1,5.045690200097734,🟢 Floor 3 — Healthy,3,1.5993512673489465,-0.5898987855064638,0.5706251968811553
4.9,3.0,13,1.0,6,-0.3180911158604327,🟠 Floor 1 — Below Average,1,0.04431417724064426,-1.8539025772076703,1.3379013776944106
8.2,3.0,15,1.0,1,6.779392542438738,🟢 Floor 3 — Healthy,3,2.2647631398956265,-0.8396756082488566,1.2799352850154444
7.4,0.0,39,0.0,5,-5.052137935779964,🔴 Floor 0 — At Risk,0,-1.7515969118369124,1.5242589366727923,-0.22412146022337637
7.8,0.0,36,1.0,2,1.2116071637964856,🟡 Floor 2 — Average,2,0.14039459275957378,0.5628490722213405,-1.251873668995166
6.3,2.0,33,1.0,8,-1.712659656085251,🟠 Floor 1 — Below Average,1,-0.015717063088500335,-0.28655099592437294,0.21796312122978062
5.9,3.0,41,1.0,6,2.3593923911420087,🟡 Floor 2 — Average,2,1.1316620422896129,-0.12949307720541675,0.7126385181805185
5.8,3.0,35,1.0,5,2.790271788340689,🟢 Floor 3 — Healthy,3,1.114788246810911,-0.4685025610010056,0.8415190036765551
4.9,1.0,21,1.0,8,-5.494355088032694,🔴 Floor 0 — At Risk,0,-1.6399459294047214,-1.1530508994774753,-0.20626839440536987
6.2,0.0,36,1.0,4,-1.7695699925970072,🟠 Floor 1 — Below Average,1,-0.840062581300152,0.12066343636165175,-1.247970703697661
8.2,2.0,65,1.0,4,5.578433634619531,🟢 Floor 3 — Healthy,3,2.211401915093787,1.8896114352774451,-0.5156612487977755
10.0,3.0,20,1.0,1,8.406613934271906,🟢 Floor 3 — Healthy,3,3.1070629636498106,-0.0810889078154986,1.1757365694510746
7.3,2.0,22,1.0,3,2.8407439741620735,🟢 Floor 3 — Healthy,3,0.9661052357989102,-0.5831572748136074,0.4418569846790949
4.5,1.0,23,1.0,6,-3.7899414785795202,🔴 Floor 0 — At Risk,0,-1.4098292578356713,-1.1634216386200793,-0.26435746954110134
5.8,1.0,23,1.0,3,-0.09774093297492192,🟠 Floor 1 — Below Average,1,-0.37884440674298836,-0.8058748615559872,-0.2752697432129935
6.2,2.0,5,1.0,6,-1.9050529451396079,🟠 Floor 1 — Below Average,1,-0.4024174240757742,-1.7633313816194909,0.8361043990753095
5.1,2.0,23,1.0,6,-1.418968782277626,🟠 Floor 1 — Below Average,1,-0.4000770565393922,-1.139188450585624,0.4261360057705679
8.1,2.0,22,1.0,3,3.4077004752425397,🟢 Floor 3 — Healthy,3,1.2858877157966597,-0.3608069644678321,0.44553540338864733
5.8,2.0,30,1.0,6,-0.4306848736692528,🟠 Floor 1 — Below Average,1,0.05163755472158437,-0.5830140260155622,0.27188940141621815
6.2,2.0,44,0.0,3,0.18777137221710283,🟡 Floor 2 — Average,2,-0.22775849141412996,1.161457899027879,1.0220952738938316
5.6,1.0,16,1.0,1,1.1155871258245569,🟡 Floor 2 — Average,2,-0.2898027539411449,-1.2255953269918014,-0.12998392988178342
7.0,2.0,33,0.0,6,-2.78962073973593,🔴 Floor 0 — At Risk,0,-0.6894506687830626,0.8193239818796474,1.2901087435321976
7.2,0.0,11,0.0,7,-9.009929095934499,🔴 Floor 0 — At Risk,0,-2.860054510952357,0.024714731848175502,0.4160796207166783
6.9,0.0,15,1.0,7,-5.520970195989333,🔴 Floor 0 — At Risk,0,-1.587306056187297,-0.7658612738905282,-0.7554667210762628
7.9,0.0,27,0.0,3,-3.694292202937194,🔴 Floor 0 — At Risk,0,-1.5055348327962843,1.0407964906341682,0.0368581271395551
7.5,2.0,37,1.0,4,3.113558815522263,🟢 Floor 3 — Healthy,3,1.2439724800439744,0.24858330165485715,0.11098101773219898
7.1,1.0,22,0.0,4,-3.590694725044515,🔴 Floor 0 — At Risk,0,-1.3486373222874273,0.4188756258240843,0.8390194287286754
6.8,3.0,15,1.0,1,5.787218665547922,🟢 Floor 3 — Healthy,3,1.7051437998995642,-1.2287886513539632,1.2734980522737276
7.7,2.0,10,1.0,3,2.2804559901372246,🟡 Floor 2 — Average,2,0.8313022907755929,-1.0918985248135913,0.7136365724199424
7.6,0.0,25,0.0,5,-5.894792750835777,🔴 Floor 0 — At Risk,0,-2.0154611743633657,0.8566107082242185,0.09172858590442806
5.4,3.0,40,1.0,6,1.9347307250862937,🟡 Floor 2 — Average,2,0.9072401435391699,-0.32012172160259894,0.7328345380192207
8.5,2.0,30,1.0,3,4.253689548826162,🟢 Floor 3 — Healthy,3,1.6422417458103296,0.16364579415363684,0.26741436048604283
10.0,2.0,45,1.0,4,5.44780870444211,🟢 Floor 3 — Healthy,3,2.4397555200517376,1.3567056249339864,-0.05748417605783022
7.9,2.0,33,1.0,1,5.886677885889643,🟢 Floor 3 — Healthy,3,1.8169706461317918,0.14934717785566182,0.18591064914075067
7.6,1.0,51,1.0,5,1.299434920875426,🟡 Floor 2 — Average,2,0.6873937242395037,1.1433999336239031,-0.8855943813007231
6.2,0.0,46,2.0,4,2.353880712535875,🟡 Floor 2 — Average,2,0.6999513959751609,-0.27657300041095034,-2.553107827667555
6.4,2.0,12,1.0,4,0.5761473045260336,🟡 Floor 2 — Average,2,0.19032535125083505,-1.3486408858474002,0.6682989803108794
9.8,1.0,15,1.0,3,2.1745307493840222,🟡 Floor 2 — Average,2,1.023605203230966,-0.10740091327569214,-0.07691739740785014
6.1,2.0,28,1.0,1,4.259456494056475,🟢 Floor 3 — Healthy,3,0.9746708223776076,-0.609239522577696,0.29010936470512055
9.3,0.0,42,1.0,2,2.696533720604902,🟢 Floor 3 — Healthy,3,0.8873338352664508,1.289714106706105,-1.3799468231077907
7.2,0.0,32,2.0,6,0.23091824432796848,🟡 Floor 2 — Average,2,0.414977399382231,-0.7193559336818868,-2.222319560113588
7.2,0.0,29,1.0,2,0.29419281782317097,🟡 Floor 2 — Average,2,-0.2713472085016839,0.0344684364445005,-1.097167262302122
7.6,2.0,15,1.0,3,2.5611556919042835,🟡 Floor 2 — Average,2,0.9141187245351208,-0.8613938114514503,0.6007016124203853
5.9,0.0,15,0.0,1,-4.108185535970883,🔴 Floor 0 — At Risk,0,-2.2587930037486244,-0.13751067523500363,0.28634265603513503
4.9,2.0,23,1.0,9,-4.331604138896583,🔴 Floor 0 — At Risk,0,-0.9913609976351689,-1.1910035509242751,0.44210610516809473
7.2,3.0,31,1.0,1,7.195718562174932,🟢 Floor 3 — Healthy,3,2.257960619928029,-0.2910582892839128,0.9154167571137423
6.2,2.0,13,0.0,3,-1.9919580670760266,🟠 Floor 1 — Below Average,1,-0.9890518027214594,-0.4399928143353735,1.719441251391182
8.1,2.0,44,1.0,6,2.183709007263017,🟡 Floor 2 — Average,2,1.3148220672410056,0.779478922263559,-0.03246558624423488
6.5,2.0,35,1.0,5,1.3406034062945529,🟡 Floor 2 — Average,2,0.6246825755109754,-0.1314164947235763,0.15700295876790854
7.8,3.0,2,1.0,1,5.581834204452999,🟢 Floor 3 — Healthy,3,1.78561986612271,-1.6224268690256884,1.570531485578912
7.6,0.0,37,1.0,1,2.0638139685230725,🟡 Floor 2 — Average,2,0.25545292854409873,0.5576637026500384,-1.2809182065630316
7.2,0.0,34,1.0,5,-2.1251341491235514,🟠 Floor 1 — Below Average,1,-0.6598962858387768,0.2965394158476563,-1.19275271588807
6.3,2.0,24,2.0,7,1.9984599214358654,🟡 Floor 2 — Average,2,1.2281438949337884,-1.6665792333032863,-0.6653983049871393
9.4,2.0,12,0.0,3,0.20555408436541556,🟡 Floor 2 — Average,2,0.26552026851769034,0.39774872661665484,1.7566499577615649
6.2,0.0,21,0.0,2,-4.397325807899447,🔴 Floor 0 — At Risk,0,-2.1619735882704854,0.25708638614702883,0.1583817752164866
6.1,0.0,42,1.0,8,-5.113084746414645,🔴 Floor 0 — At Risk,0,-1.414472726917228,0.4078578198185889,-1.3608810897961707
8.2,1.0,29,1.0,1,3.8722758417815784,🟢 Floor 3 — Healthy,3,1.068742339825583,0.16861928723591252,-0.4104644789939816
5.5,0.0,36,0.0,6,-7.533233261603623,🔴 Floor 0 — At Risk,0,-2.755199955119229,0.8424553407242887,-0.1597427087037409
4.1,1.0,37,0.0,4,-4.662073810889911,🔴 Floor 0 — At Risk,0,-2.179453891001249,0.35995746849351695,0.48779988558526455
6.6,0.0,26,1.0,1,0.5816659604878307,🟡 Floor 2 — Average,2,-0.41441150772343116,-0.2885308900239799,-1.0380708830960736
5.7,2.0,16,1.0,2,2.2085799318348798,🟡 Floor 2 — Average,2,0.3496392903244278,-1.3390735905075244,0.5638404350947206
7.9,1.0,42,2.0,1,7.994059417650557,🟢 Floor 3 — Healthy,3,2.5625114333572885,-0.15701941462313684,-1.784466104576476
9.0,0.0,32,0.0,4,-3.4867898266657167,🔴 Floor 0 — At Risk,0,-1.1134907860722452,1.6060841619309032,-0.06492930343736819
5.8,2.0,20,1.0,3,1.6370728288753522,🟡 Floor 2 — Average,2,0.3173973882994306,-1.1033835075740812,0.4799500126630291
4.2,2.0,28,0.0,3,-2.3546415265708394,🟠 Floor 1 — Below Average,1,-1.420140271438094,-0.22097308373372174,1.3728197316347117
9.1,2.0,37,2.0,2,9.515048148244404,🟢 Floor 3 — Healthy,3,3.5188651438605203,-0.2230645035687827,-0.9731087562134744
8.0,0.0,23,1.0,4,-1.4079979526114634,🟠 Floor 1 — Below Average,1,-0.4398040350792565,-0.05062447096429855,-0.9472588516829239
5.2,0.0,39,0.0,4,-5.687636236634967,🔴 Floor 0 — At Risk,0,-2.460552624798611,0.9115380908059793,-0.23986701303295083
5.8,1.0,25,1.0,3,0.04288677278592523,🟡 Floor 2 — Average,2,-0.32972870923928965,-0.7025554606938419,-0.32025980627733874
7.3,0.0,49,1.0,8,-3.7704530246309806,🔴 Floor 0 — At Risk,0,-0.7628940656576576,1.1030011883547604,-1.51282868245705
8.0,0.0,41,0.0,3,-2.6390286999762074,🟠 Floor 1 — Below Average,1,-1.121752140270675,1.791826085462407,-0.27761251197216735
4.0,2.0,11,1.0,4,-1.1950360515957892,🟠 Floor 1 — Below Average,1,-0.7935799374942638,-2.0673515173157986,0.6797587557143945
8.0,0.0,35,1.0,1,2.206664513302459,🟡 Floor 2 — Average,2,0.3662284710392751,0.5655194569607809,-1.2340889341439103
6.3,1.0,5,0.0,5,-6.2766188022084615,🔴 Floor 0 — At Risk,0,-2.256349338098729,-0.6804320994339954,1.223386447424362
7.0,0.0,28,1.0,5,-2.6887563916762094,🟠 Floor 1 — Below Average,1,-0.8871889983493102,-0.0690063643252235,-1.0587021313724225
8.1,2.0,37,0.0,3,1.0420960921202456,🟡 Floor 2 — Average,2,0.35981995731758026,1.3279219830815865,1.188296739054227
8.1,0.0,38,1.0,5,-1.2060526738863329,🟠 Floor 1 — Below Average,1,-0.2019096008339111,0.753322316710944,-1.278594620968514
10.0,1.0,32,2.0,3,6.931917549949986,🟢 Floor 3 — Healthy,3,2.815469741768662,-0.08743186944434189,-1.5386001374255647
8.7,1.0,18,0.0,8,-6.432565442870397,🔴 Floor 0 — At Risk,0,-1.4890881854277782,0.6619674144550672,0.9588759977096909
7.6,2.0,32,2.0,2,8.10043544431641,🟢 Floor 3 — Healthy,3,2.7964837501054927,-0.8982698376224745,-0.8675306336330223
6.5,2.0,18,0.0,5,-3.2750442690012944,🔴 Floor 0 — At Risk,0,-1.0872363430272833,-0.09579796096848282,1.6196053034630113
8.7,0.0,0,1.0,3,-1.6054975532995173,🟠 Floor 1 — Below Average,1,-0.5543787793416475,-1.0454985517423474,-0.43228441143040064
6.5,0.0,21,1.0,4,-2.6116690978981856,🟠 Floor 1 — Below Average,1,-1.088511882578736,-0.5708507037247724,-0.9091658236989897
7.8,2.0,41,1.0,1,6.378319146297972,🟢 Floor 3 — Healthy,3,1.9734606261468675,0.5348309925110212,0.005490594544675788
8.4,2.0,30,0.0,7,-2.9320204986026637,🔴 Floor 0 — At Risk,0,-0.3739509820746614,1.0547154161074672,1.3696609722287372
9.8,0.0,23,1.0,1,2.638550406168427,🟢 Floor 3 — Healthy,3,0.7910448660120202,0.4458912500659033,-0.9558721136613457
5.1,0.0,15,1.0,5,-4.949358169187823,🔴 Floor 0 — At Risk,0,-1.9659244221180077,-1.2686644570003844,-0.7750029658893659
6.5,3.0,28,0.0,3,1.2211137345270457,🟡 Floor 2 — Average,2,0.2691496998534037,0.2757545137855062,2.07112984670418
4.0,0.0,33,0.0,3,-6.036322028421927,🔴 Floor 0 — At Risk,0,-2.917127330274218,0.26679693028494955,-0.11604435326254897
7.9,0.0,22,1.0,4,-1.549181368126945,🟠 Floor 1 — Below Average,1,-0.5043346938308244,-0.13007796018859305,-0.9252236224894453
