ug_course,ug_specialization,interests,skills,ug_score,ug_score_num,Final_Cluster,Career_Group,SVD1,SVD2,SVD3,profile_doc
bcom,accounting and finance,financial analysis,accounting; analytical thinking; cost accounting; excel; problem solving; tableau; team work; writing,63.745,63.745,6,Finance / Accounting / Investment Analyst,1.0844516494908496,-0.838155038241333,0.15374149319314726,accounting  analytical thinking  cost accounting  excel  problem solving  tableau  team work  writing financial analysis bcom accounting and finance
be btech,automobile engineering,entrepreneurship; technology,analytical thinking; communication; gathering informing; presentation; problem solving; team work,71.44,71.44,2,Entrepreneur / Product Manager,1.8011330876069584,0.030461425920723317,1.2529335518356683,analytical thinking  communication  gathering informing  presentation  problem solving  team work entrepreneurship  technology be btech automobile engineering
mba,marketing,agriculture; construction management; digital marketing; human behavior; market research; sales and marketing; services; trading,accounting; business knowledge; leadership; problem solving; wealth management,59,59.0,4,Sales & Marketing / Business Development,0.9810183050886905,-1.2620631075599746,-0.05600510374303672,accounting  business knowledge  leadership  problem solving  wealth management agriculture  construction management  digital marketing  human behavior  market research  sales and marketing  services  trading mba marketing
be btech,automation engineering,data analytics,communication; critical thinking; gathering information; presentation; python; sql,69.35,69.35,0,Data Analyst / BI Specialist,1.7544382109459544,0.5071533557139141,-0.5393004167620371,communication  critical thinking  gathering information  presentation  python  sql data analytics be btech automation engineering
bca,computer applications,technology,c; cloud computing; communication; java; python; sql; writing,71.2,71.2,5,AI/ML Engineer / Data Scientist,1.5449716811529095,0.6590172422935782,-0.027486237387606555,c  cloud computing  communication  java  python  sql  writing technology bca computer applications
be btech,science,data analytics; government job; research; technology,analytical thinking; data visualization; machine learning; python; sql,69.35,69.35,0,Data Analyst / BI Specialist,2.043665997198831,1.203464914072328,-0.7783953113833546,analytical thinking  data visualization  machine learning  python  sql data analytics  government job  research  technology be btech science
be btech,computer science engineering,data analytics; data science; financial analysis; research,artificial intelligence; communication; critical thinking; gathering information; java; leadership; machine learning; matlab; programming language skills; python; sql,64.6,64.6,0,Data Analyst / BI Specialist,2.7779817839414225,0.8050961397186895,-1.2718390332393217,artificial intelligence  communication  critical thinking  gathering information  java  leadership  machine learning  matlab  programming language skills  python  sql data analytics  data science  financial analysis  research be btech computer science engineering
be btech,mechanical engineering,entrepreneurship,analytical thinking; cost accounting; critical thinking; excel; gathering informing; leadership; logical thinking; market research; problem solving; product knowledge; programming; python; r; sql; tableau; team work; writing,71.25,71.25,2,Entrepreneur / Product Manager,2.4662240129690574,0.023748876183534717,0.9848474996447514,analytical thinking  cost accounting  critical thinking  excel  gathering informing  leadership  logical thinking  market research  problem solving  product knowledge  programming  python  r  sql  tableau  team work  writing entrepreneurship be btech mechanical engineering
be btech,electrical and electronics engineering,technology,arduino; arm cortex m; avr; c; eagle pcb; embedded c; kicad; matlab; project management,81.7,81.7,8,EdTech / Teaching / Curriculum Designer,0.8922915786872736,0.732114350416565,0.5429938857932224,arduino  arm cortex m  avr  c  eagle pcb  embedded c  kicad  matlab  project management technology be btech electrical and electronics engineering
be btech,structural engineering,data analytics; research; teaching; technology,active listening; analytical thinking; communication; critical thinking; designing skills; etabs; leadership; people management; problem solving; proeficiency in software like staad pro,74.33,74.33,3,Civil Services / Government / Research,2.6270380224069005,-0.5264623197174059,0.5083669594635638,active listening  analytical thinking  communication  critical thinking  designing skills  etabs  leadership  people management  problem solving  proeficiency in software like staad pro data analytics  research  teaching  technology be btech structural engineering
mtech,mining engineering,industry; teaching; technology,hardware,92,92.0,4,Sales & Marketing / Business Development,0.43078265605106764,0.10629456396300965,0.18876299621787557,hardware industry  teaching  technology mtech mining engineering
be btech,computer science engineering,data analytics; financial analysis; research; sales and marketing; technology,analytical thinking; business knowledge; cloud computing; designing skills; human resources; machine learning; problem solving; product knowledge; python; risk management skills; sql,61.75,61.75,0,Data Analyst / BI Specialist,2.7984497886369315,0.35822367406048805,-0.5615325150270816,analytical thinking  business knowledge  cloud computing  designing skills  human resources  machine learning  problem solving  product knowledge  python  risk management skills  sql data analytics  financial analysis  research  sales and marketing  technology be btech computer science engineering
be btech,mechanical engineering,data science; industry; information technology; technology,cad cae autocad catia ansys proe seimensnx; etabs; proeficiency in software like staad pro,73.15,73.15,1,Software Developer / Tech Generalist,1.147142758109416,0.9445934289669278,0.7798351177965327,cad cae autocad catia ansys proe seimensnx  etabs  proeficiency in software like staad pro data science  industry  information technology  technology be btech mechanical engineering
bcom,accounting and finance,data analytics; digital marketing; financial analysis; gaming; government job; human behavior; human biology; journalism; research; sales and marketing; social justice; supply chain; teaching; technology; trading,accounting; active listening; analytical thinking; business knowledge; communication; critical thinking; data visualization; finance related skills; gathering information; interpersonal skills; leadership; mass communication; negotiation; people management; problem solving; product knowledge; risk management skills; sales; wealth management,80,80.0,7,Research Analyst / Consultant,3.686100378286966,-2.9325318450050037,-0.34749516580998857,accounting  active listening  analytical thinking  business knowledge  communication  critical thinking  data visualization  finance related skills  gathering information  interpersonal skills  leadership  mass communication  negotiation  people management  problem solving  product knowledge  risk management skills  sales  wealth management data analytics  digital marketing  financial analysis  gaming  government job  human behavior  human biology  journalism  research  sales and marketing  social justice  supply chain  teaching  technology  trading bcom accounting and finance
bca,programming,service; technology,c; communication; machine learning; programming language skills; r; sales; writing,76.95,76.95,1,Software Developer / Tech Generalist,1.378544231258624,0.18734631634288643,-0.0711215738531577,c  communication  machine learning  programming language skills  r  sales  writing service  technology bca programming
bca,programming,teaching,active listening; teaching,69,69.0,9,Operations / IT Generalist / Corporate,0.4562392217929972,-0.1987880825372862,-0.11589886493802863,active listening  teaching teaching bca programming
be btech,civil engineering,market research,business knowledge; civil criminal law; product knowledge,74.955,74.955,1,Software Developer / Tech Generalist,0.8762828257708392,0.18410305771218366,0.8258733876200126,business knowledge  civil criminal law  product knowledge market research be btech civil engineering
be btech,mechanical engineering,design,critical thinking; designing skills; interpersonal skills; problem solving; python,73.15,73.15,1,Software Developer / Tech Generalist,1.4695826500208948,0.3537486068210355,0.5520188259073068,critical thinking  designing skills  interpersonal skills  problem solving  python design be btech mechanical engineering
bba,management,financial analysis,financial analysis; financial modeling; financial services; marketing strategy; strategic planning,73.625,73.625,1,Software Developer / Tech Generalist,0.34330043551014916,-0.05016365526531225,0.4159337726933911,financial analysis  financial modeling  financial services  marketing strategy  strategic planning financial analysis bba management
be btech,automobile engineering,entrepreneurship; financial analysis; sales and marketing; technology,business knowledge; communication; design and analysis of automobile components; design for manufacturer and assemble; designing skills; interpersonal skills; leadership; market research; people management; presentation; sales; team work; vehicle maintenance and reconditioning; work under pressure,84.55,84.55,2,Entrepreneur / Product Manager,2.117378672814695,-1.1123297080620094,1.458824273037596,business knowledge  communication  design and analysis of automobile components  design for manufacturer and assemble  designing skills  interpersonal skills  leadership  market research  people management  presentation  sales  team work  vehicle maintenance and reconditioning  work under pressure entrepreneurship  financial analysis  sales and marketing  technology be btech automobile engineering
be btech,electronics and communication engineering,embedded systems,creativity skills; designing skills; embedded systems; excel; iot; logical thinking; observation skills; risk managing; simulation; vlsi design,81.795,81.795,8,EdTech / Teaching / Curriculum Designer,0.7653186293784382,0.15865151739801217,0.9017950789805165,creativity skills  designing skills  embedded systems  excel  iot  logical thinking  observation skills  risk managing  simulation  vlsi design embedded systems be btech electronics and communication engineering
be btech,computer science engineering,research,analytical thinking; c; communication; creativity skills; critical thinking; excel; interpersonal skills; java; logical thinking; negotiation; presentation; programming; python; sql,75.05,75.05,2,Entrepreneur / Product Manager,2.506925098465053,0.3738165871639638,0.6463651387871479,analytical thinking  c  communication  creativity skills  critical thinking  excel  interpersonal skills  java  logical thinking  negotiation  presentation  programming  python  sql research be btech computer science engineering
be btech,electronics and communication engineering,technology,no,66.5,66.5,9,Operations / IT Generalist / Corporate,0.8597968972597135,0.7465321222191099,0.5523031753808535,no technology be btech electronics and communication engineering
bcom,marketing,sales and marketing,active listening; business knowledge; communication; interpersonal skills; leadership; negotiation; problem solving; product knowledge; sales,55,55.0,4,Sales & Marketing / Business Development,1.380560650405617,-1.7446948165812857,0.06792222095836738,active listening  business knowledge  communication  interpersonal skills  leadership  negotiation  problem solving  product knowledge  sales sales and marketing bcom marketing
bcom,economics,sales and marketing,business knowledge,85,85.0,6,Finance / Accounting / Investment Analyst,0.3394570964912643,-0.5035224721567648,0.06891139355607656,business knowledge sales and marketing bcom economics
be btech,computer science engineering,software development,no,76,76.0,1,Software Developer / Tech Generalist,0.6955062324572163,0.7331357195475365,0.9004025542410845,no software development be btech computer science engineering
be btech,computer science engineering,data analytics; financial analysis; technology; trading,analytical thinking; business knowledge; data visualization; machine learning; negotiation; problem solving; sql,76.475,76.475,0,Data Analyst / BI Specialist,2.3665811986025553,0.5702244404087773,0.018766020100765557,analytical thinking  business knowledge  data visualization  machine learning  negotiation  problem solving  sql data analytics  financial analysis  technology  trading be btech computer science engineering
be btech,mechanical engineering,trading,active listening; business knowledge; communication; risk management skills; sales,63,63.0,9,Operations / IT Generalist / Corporate,1.340380949102637,-0.31576692899948067,0.24373407415109022,active listening  business knowledge  communication  risk management skills  sales trading be btech mechanical engineering
be btech,computer science,financial analysis; social causes; technology; web design; web development,accounting; analytical thinking; business knowledge; c; communication; critical thinking; finance related skills; problem solving; programming language skills; python; sql,87.59,87.59,0,Data Analyst / BI Specialist,2.7043565602100266,0.16220169701108522,-0.6135292124131816,accounting  analytical thinking  business knowledge  c  communication  critical thinking  finance related skills  problem solving  programming language skills  python  sql financial analysis  social causes  technology  web design  web development be btech computer science
pharmacy,pharmacy,research,active listening; creativity skills; logical thinking; team work,72,72.0,1,Software Developer / Tech Generalist,0.6735337868407879,-0.30354686727297353,0.6876833005316716,active listening  creativity skills  logical thinking  team work research pharmacy pharmacy
bcom,commerce,financial analysis,accounting; cost accounting,51.3,51.3,6,Finance / Accounting / Investment Analyst,0.2788393990138785,-0.4794937698039219,-0.02839199330335654,accounting  cost accounting financial analysis bcom commerce
bsc,design,interior design,architecture; designing skills; leadership; mass communication; people management; programming language skills; writing,74,74.0,3,Civil Services / Government / Research,0.9843711752502994,-0.5043524473699411,0.1897022464830348,architecture  designing skills  leadership  mass communication  people management  programming language skills  writing interior design bsc design
bcom,commerce,entrepreneurship,business knowledge; product knowledge; sales; team work,57,57.0,4,Sales & Marketing / Business Development,0.492921958689868,-0.724555859787023,0.38244520589381664,business knowledge  product knowledge  sales  team work entrepreneurship bcom commerce
be btech,information technology,entrepreneurship,communication; gathering informing; interpersonal skills; leadership; mass communication; observation skills; people management; risk managing; team work; work under pressure,65.55,65.55,2,Entrepreneur / Product Manager,1.4670222973286102,-0.6110057479262667,1.15739448478443,communication  gathering informing  interpersonal skills  leadership  mass communication  observation skills  people management  risk managing  team work  work under pressure entrepreneurship be btech information technology
bsc,chemistry,government job,sports,74.1,74.1,1,Software Developer / Tech Generalist,0.33321244800566985,0.040188124370006406,0.28501524348957047,sports government job bsc chemistry
bca,computer applications,technology,artificial intelligence; java; machine learning; python; sql; tableau,76,76.0,5,AI/ML Engineer / Data Scientist,1.2968278692185544,1.1090459137941202,-0.13407541800200085,artificial intelligence  java  machine learning  python  sql  tableau technology bca computer applications
be btech,automobile engineering,entrepreneurship; human behavior; research,analytical thinking; critical thinking; designing skills; excel; observation skills; product knowledge; reading; reporting; risk managing; team work,76,76.0,2,Entrepreneur / Product Manager,1.6732121395780055,-0.387255367599288,1.4641578299216442,analytical thinking  critical thinking  designing skills  excel  observation skills  product knowledge  reading  reporting  risk managing  team work entrepreneurship  human behavior  research be btech automobile engineering
be btech,electrical and electronics engineering,blockchain; information technology,aks; apache; aws; aws ec2; bash; continuous integration and continuous delivery ci cd; docker; internet information services iis; jenkins; kubernetes; new relic apm; terraform,74.67,74.67,1,Software Developer / Tech Generalist,0.6723772161394247,0.6244726968511044,0.786336124856666,aks  apache  aws  aws ec2  bash  continuous integration and continuous delivery ci cd  docker  internet information services iis  jenkins  kubernetes  new relic apm  terraform blockchain  information technology be btech electrical and electronics engineering
be btech,computer science engineering,software development,full stack development; java; python; react,74.1,74.1,1,Software Developer / Tech Generalist,1.0178030575378236,1.0909896442262483,0.6027252528162382,full stack development  java  python  react software development be btech computer science engineering
be btech,mechanical engineering,data science; excel; machine learning; supply chain,active listening; analytical thinking; machine learning; negotiation; problem solving; product knowledge; python; risk management skills,88.35,88.35,0,Data Analyst / BI Specialist,1.8974967407455678,0.23242672924433405,-0.5093399080171999,active listening  analytical thinking  machine learning  negotiation  problem solving  product knowledge  python  risk management skills data science  excel  machine learning  supply chain be btech mechanical engineering
be btech,computer science engineering,software development,android development; codeigniter; graphic design; java development; web development,73.15,73.15,1,Software Developer / Tech Generalist,0.6882889670877675,0.7018050263946289,0.8600376978092077,android development  codeigniter  graphic design  java development  web development software development be btech computer science engineering
be btech,mechanical engineering,data analytics; data science; government job; trading,data visualization; python; sql,78.185,78.185,0,Data Analyst / BI Specialist,1.6119375271969794,1.2074913363252486,-0.3390533564698008,data visualization  python  sql data analytics  data science  government job  trading be btech mechanical engineering
bcom,commerce,financial analysis,accounting; active listening; artistic creative skills; business knowledge; communication; critical thinking; gathering information; social media marketing,63,63.0,6,Finance / Accounting / Investment Analyst,1.3011819823787838,-1.3177862611968678,-0.42947213439192555,accounting  active listening  artistic creative skills  business knowledge  communication  critical thinking  gathering information  social media marketing financial analysis bcom commerce
bsc,physics,technology,accounting; active listening; artificial intelligence; creativity skills; critical thinking; excel; logical thinking; observation skills; presentation; problem solving; product knowledge; programming; python; reading; risk managing; team work,68.685,68.685,2,Entrepreneur / Product Manager,1.975175858133375,-0.5470113653123159,0.5309643807679942,accounting  active listening  artificial intelligence  creativity skills  critical thinking  excel  logical thinking  observation skills  presentation  problem solving  product knowledge  programming  python  reading  risk managing  team work technology bsc physics
be btech,mechanical engineering,industry; technology,cad cae autocad catia ansys proe seimensnx,74.1,74.1,1,Software Developer / Tech Generalist,0.972591872468817,0.7858831154068894,1.0092206164911202,cad cae autocad catia ansys proe seimensnx industry  technology be btech mechanical engineering
mtech,electronics and communication engineering,content writing; data analytics; data science; design; digital marketing; excel; gardening; information technology; machine learning; market research; research; sales and marketing; service; social media marketing; teaching; technology; web design; web development,analytical thinking; architecture; artificial intelligence; aws; c; communication; designing skills; editing; javascript; leadership; machine learning; matlab; php; problem solving; programming language skills; python; r; sales; social media marketing; sql; teaching; writing,87,87.0,7,Research Analyst / Consultant,3.538109067649228,-0.2186878418873836,-2.0018504999880724,analytical thinking  architecture  artificial intelligence  aws  c  communication  designing skills  editing  javascript  leadership  machine learning  matlab  php  problem solving  programming language skills  python  r  sales  social media marketing  sql  teaching  writing content writing  data analytics  data science  design  digital marketing  excel  gardening  information technology  machine learning  market research  research  sales and marketing  service  social media marketing  teaching  technology  web design  web development mtech electronics and communication engineering
bsc,statistics,data analytics,analytical thinking; critical thinking; leadership; machine learning; problem solving; python,69.35,69.35,0,Data Analyst / BI Specialist,1.532791873216232,-0.042538345760401,-1.0285003379706652,analytical thinking  critical thinking  leadership  machine learning  problem solving  python data analytics bsc statistics
be btech,computer science engineering,information technology,java; problem solving; programming; python; sql,69,69.0,5,AI/ML Engineer / Data Scientist,1.440131535800199,1.0782011531490163,-0.025725257929051934,java  problem solving  programming  python  sql information technology be btech computer science engineering
bsc,information technalogy,research; technology,active listening; analytical thinking; artificial intelligence; c; creativity skills; editing; machine learning; mass communication; problem solving; python; team work,89.87,89.87,2,Entrepreneur / Product Manager,1.9203616046900303,-0.07098736071601913,-0.36978731161686423,active listening  analytical thinking  artificial intelligence  c  creativity skills  editing  machine learning  mass communication  problem solving  python  team work research  technology bsc information technalogy
bcom,commerce,blockchain,artistic creative skills,60,60.0,4,Sales & Marketing / Business Development,0.17109689915367587,-0.2717582515512599,-0.13074290845921518,artistic creative skills blockchain bcom commerce
be btech,industrial engineering,data analytics; data science; financial analysis; gardening; human behavior; human biology; research; trading,analytical thinking; business knowledge; civil criminal law; communication; critical thinking; data visualization; finance related skills; gathering information; interpersonal skills; leadership; machine learning; negotiation; people management; problem solving; product knowledge; python; risk management skills; sql,72,72.0,7,Research Analyst / Consultant,3.715704953464166,-0.8644725704707186,-0.8234432770951879,analytical thinking  business knowledge  civil criminal law  communication  critical thinking  data visualization  finance related skills  gathering information  interpersonal skills  leadership  machine learning  negotiation  people management  problem solving  product knowledge  python  risk management skills  sql data analytics  data science  financial analysis  gardening  human behavior  human biology  research  trading be btech industrial engineering
be btech,mechanical engineering,supply chain; technology,business knowledge; negotiation; product knowledge; sales,60.8,60.8,9,Operations / IT Generalist / Corporate,1.2690990222278384,0.1420412396253352,0.5803216730719669,business knowledge  negotiation  product knowledge  sales supply chain  technology be btech mechanical engineering
diploma,manufacturing engineering,technology,designing skills,70,70.0,9,Operations / IT Generalist / Corporate,0.5369342281652658,0.17553924027538584,0.11281952712269792,designing skills technology diploma manufacturing engineering
bcom,accounting and finance,financial analysis,company law; company secretarial work; corporate law; corporate social responsibility; due diligence; industrial and labour law; public company compliance; regulatory compliance; statutory compliances,83.03,83.03,6,Finance / Accounting / Investment Analyst,0.255694526142355,-0.30604452159300255,0.028614511347685587,company law  company secretarial work  corporate law  corporate social responsibility  due diligence  industrial and labour law  public company compliance  regulatory compliance  statutory compliances financial analysis bcom accounting and finance
be btech,computer science engineering,data analytics; design; research; technology,active listening; client management; communication; programming language skills,68.02,68.02,9,Operations / IT Generalist / Corporate,1.801543411597256,0.4589097824883518,-0.06413906595525712,active listening  client management  communication  programming language skills data analytics  design  research  technology be btech computer science engineering
be btech,computer science engineering,teaching; technology; web design,active listening; content creation; gathering information; mass communication; programming language skills,68.4,68.4,9,Operations / IT Generalist / Corporate,1.5060383057140496,0.46218619760072116,0.06000632590186361,active listening  content creation  gathering information  mass communication  programming language skills teaching  technology  web design be btech computer science engineering
be btech,information technology,human behavior; human biology; technology,analytical thinking; gathering informing; risk managing; sql,76,76.0,1,Software Developer / Tech Generalist,1.4291399762928552,0.6536809824838605,0.7844733240958135,analytical thinking  gathering informing  risk managing  sql human behavior  human biology  technology be btech information technology
bsc,computer science,data analytics; data science; technology,analytical thinking; data visualization; python; sql,66.5,66.5,0,Data Analyst / BI Specialist,1.542222449549953,0.9339656891287307,-1.2213198540020278,analytical thinking  data visualization  python  sql data analytics  data science  technology bsc computer science
bsc,computer science,digital marketing; market research,analytical thinking; business knowledge; communication; data visualization; designing skills; excel; hospitality; human resources; leadership; people management; presentation; problem solving; product knowledge; risk management skills; sql; writing,75,75.0,3,Civil Services / Government / Research,2.3190264453789857,-1.3971035260150513,-0.08086185950367675,analytical thinking  business knowledge  communication  data visualization  designing skills  excel  hospitality  human resources  leadership  people management  presentation  problem solving  product knowledge  risk management skills  sql  writing digital marketing  market research bsc computer science
be btech,mathematics,teaching; technology,analytical thinking; c; logical thinking; writing,71.25,71.25,1,Software Developer / Tech Generalist,1.3962372343885994,0.5246069798169682,0.859318874890225,analytical thinking  c  logical thinking  writing teaching  technology be btech mathematics
bca,computer applications,technology,active listening; negotiation,71.25,71.25,1,Software Developer / Tech Generalist,0.7768560743796096,0.021464383889833294,0.4838457532086637,active listening  negotiation technology bca computer applications
be btech,information technology,technology,java; programming; sql,76,76.0,5,AI/ML Engineer / Data Scientist,1.2200742920359486,1.093657600419657,0.8695482555662681,java  programming  sql technology be btech information technology
be btech,electrical and electronics engineering,software development,full stack development,78.85,78.85,1,Software Developer / Tech Generalist,0.6263277725833876,0.6149183544979209,0.8648712513467874,full stack development software development be btech electrical and electronics engineering
be btech,electrical and electronics engineering,data science; machine learning; sports industry,analytical thinking; business knowledge; communication; programming language skills; python; sql,73.53,73.53,0,Data Analyst / BI Specialist,1.9196252701366483,0.818889074245943,-0.2168961264687556,analytical thinking  business knowledge  communication  programming language skills  python  sql data science  machine learning  sports industry be btech electrical and electronics engineering
be btech,computer science engineering,data science; machine learning,artificial intelligence; c; data visualization; java; linux; machine learning; programming language skills; python; r; sql,73.625,73.625,5,AI/ML Engineer / Data Scientist,2.0072572530018613,1.8706708134950545,-0.6848954663678407,artificial intelligence  c  data visualization  java  linux  machine learning  programming language skills  python  r  sql data science  machine learning be btech computer science engineering
bcom,accounting business and management,digital marketing; financial analysis; research; sales and marketing,artificial intelligence; business knowledge; communication; critical thinking; negotiation,85.69,85.69,6,Finance / Accounting / Investment Analyst,1.2056927716421568,-1.2069177836346685,-0.17782580516985733,artificial intelligence  business knowledge  communication  critical thinking  negotiation digital marketing  financial analysis  research  sales and marketing bcom accounting business and management
mba,marketing,sales and marketing,business knowledge; communication; people management; product knowledge; sales; social media marketing,72,72.0,6,Finance / Accounting / Investment Analyst,0.9481236909766395,-0.9229560959107751,0.45570960506974284,business knowledge  communication  people management  product knowledge  sales  social media marketing sales and marketing mba marketing
be btech,civil engineering,product lifecycle management,agile methodologies; business development; c; digital marketing; metrics; microsoft officebentley inroadsproduct requirements; product innovation; product management; research; usability testing; user experience ux; user stories,72.675,72.675,1,Software Developer / Tech Generalist,0.7154011723524657,0.6406276426506424,0.7710124158166425,agile methodologies  business development  c  digital marketing  metrics  microsoft officebentley inroadsproduct requirements  product innovation  product management  research  usability testing  user experience ux  user stories product lifecycle management be btech civil engineering
be btech,electrical and electronics engineering,technology,industrial control; inverters; matlab; plc; power electronics; simulink; switchgear; variable frequency drives,79.8,79.8,1,Software Developer / Tech Generalist,0.9284574787710929,0.785642877397353,0.9560092644469572,industrial control  inverters  matlab  plc  power electronics  simulink  switchgear  variable frequency drives technology be btech electrical and electronics engineering
bsc,computer science,data analytics; technology,c; communication; editing; people management; programming language skills; sql,78,78.0,5,AI/ML Engineer / Data Scientist,1.596234166603136,0.31320141455613665,-0.22403961016007445,c  communication  editing  people management  programming language skills  sql data analytics  technology bsc computer science
be btech,computer science engineering,web development,active listening; critical thinking; gathering information; hardware; programming language skills,71,71.0,1,Software Developer / Tech Generalist,1.337544213548487,0.35870079276887185,0.23505432364640944,active listening  critical thinking  gathering information  hardware  programming language skills web development be btech computer science engineering
be btech,computer science engineering,supply chain; technology,analytical thinking; artificial intelligence; machine learning; python; sql,85,85.0,5,AI/ML Engineer / Data Scientist,1.704513919611986,1.2982251319598435,-0.2177108555334993,analytical thinking  artificial intelligence  machine learning  python  sql supply chain  technology be btech computer science engineering
be btech,civil engineering,construction; construction management; data analytics; data science; financial analysis; interior design; project management,communication; construction management; gathering information; javascript; people management; problem solving; python; sales,68.495,68.495,0,Data Analyst / BI Specialist,1.9255849193075014,0.13076889569426364,-0.5295065501207212,communication  construction management  gathering information  javascript  people management  problem solving  python  sales construction  construction management  data analytics  data science  financial analysis  interior design  project management be btech civil engineering
law hons,statistics,human behavior,active listening; civil criminal law; machine learning; negotiation; people management,61.4,61.4,9,Operations / IT Generalist / Corporate,0.7602050329402361,-0.4395313332172835,-0.22323748091378884,active listening  civil criminal law  machine learning  negotiation  people management human behavior law hons statistics
be btech,law,entrepreneurship; research; sales and marketing; technology,analytical thinking; logical thinking; product knowledge; team work,68.4,68.4,9,Operations / IT Generalist / Corporate,1.468021830492694,0.08955001026444176,0.8347585529979746,analytical thinking  logical thinking  product knowledge  team work entrepreneurship  research  sales and marketing  technology be btech law
be btech,mechanical engineering,government job; research; supply chain; technology,active listening; artistic creative skills; client management; communication; critical thinking; editing; gathering information; hardware; hospitality; human resources; leadership; mass communication; negotiation; people management; presentation; problem solving; product knowledge; risk management skills; social media marketing; writing,72.675,72.675,3,Civil Services / Government / Research,3.142254024114285,-1.5863544994813679,0.48731770472852715,active listening  artistic creative skills  client management  communication  critical thinking  editing  gathering information  hardware  hospitality  human resources  leadership  mass communication  negotiation  people management  presentation  problem solving  product knowledge  risk management skills  social media marketing  writing government job  research  supply chain  technology be btech mechanical engineering
be btech,electrical and electronics engineering,research; teaching; technology; trading,accounting; active listening; communication; problem solving; product knowledge,52,52.0,4,Sales & Marketing / Business Development,1.7738224393613027,-0.4242087653024718,0.48965070740255046,accounting  active listening  communication  problem solving  product knowledge research  teaching  technology  trading be btech electrical and electronics engineering
be btech,electrical and electronics engineering,data science; human behavior; human biology; industry; market research; research; social media marketing; teaching; technology; trading,analytical thinking; critical thinking; matlab; medical knowledge; problem solving; programming language skills; python; teaching,62.26,62.26,0,Data Analyst / BI Specialist,2.4717010171533396,0.3427622721459674,-0.5245720040894143,analytical thinking  critical thinking  matlab  medical knowledge  problem solving  programming language skills  python  teaching data science  human behavior  human biology  industry  market research  research  social media marketing  teaching  technology  trading be btech electrical and electronics engineering
be btech,mechanical engineering,market research; project management; sap mm,analytical thinking; business knowledge; finance related skills; presentation; problem solving; risk management skills,80.75,80.75,8,EdTech / Teaching / Curriculum Designer,1.3333672670270331,-0.2761408394713697,0.20384762022569758,analytical thinking  business knowledge  finance related skills  presentation  problem solving  risk management skills market research  project management  sap mm be btech mechanical engineering
