Internships,Projects,Leadership_Positions,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,SVD1,SVD2,SVD3,Final_Cluster
0,2,0,2,1,1,4,0,3,1.49592651629261,0.7339867636550426,0.7893780102409271,0
1,0,0,2,3,1,4,4,3,1.489837209427651,0.7299108158792631,-0.19056480470361745,2
2,3,0,1,3,0,3,4,2,1.483854209975674,0.7391998312543698,-0.6181598863790316,4
0,2,0,0,0,2,0,3,2,1.4838710319138488,0.7355798961472139,0.7950927409380154,0
2,2,0,3,0,0,1,4,0,1.4760127672891339,0.7460408691715491,-0.6114886372170599,4
0,1,0,4,4,2,0,3,0,1.4836799969896215,0.7480858479028794,0.8075851189515302,0
1,2,0,2,2,3,2,3,2,1.4880208402097599,0.7375276720997491,-0.2003482450674717,2
0,3,1,0,3,0,2,2,2,1.4993711097703177,-0.7127697767089513,0.6712178319119922,3
1,4,1,2,0,2,3,2,4,1.5026743725977931,-0.7364410152392723,-0.09821820079638384,5
2,0,1,0,0,1,0,3,2,1.5021920148157502,-0.6783759864601007,-0.602221704766857,1
0,3,1,1,3,3,0,1,2,1.5057900098202452,-0.6968882985454085,0.7174963642219605,3
0,2,0,0,4,3,3,4,0,1.4965343143309997,0.7224275570794926,0.8718948856271355,0
2,3,0,0,3,4,3,4,0,1.4916919670881286,0.7303727074651298,-0.5929876131630553,4
0,0,0,2,1,4,4,3,0,1.495701593931992,0.7378479770059636,0.7042158487395372,0
1,0,0,4,2,2,4,1,1,1.4815072599821546,0.7435084962597917,-0.17064150152245366,2
0,2,1,4,2,3,2,3,3,1.5013956724585582,-0.6602171278599613,0.8154250008686131,3
1,2,1,2,0,0,0,0,3,1.508239816661905,-0.6997507563902367,-0.15078587932421253,5
1,3,0,1,2,4,2,4,0,1.476766536811338,0.7359885433696557,-0.1768053788582774,2
0,0,1,1,3,3,2,3,0,1.5059417010315486,-0.6699328902733787,0.7188461162324024,3
1,2,1,3,3,3,1,3,4,1.4997778110074158,-0.6731903845462356,-0.2941224564208047,5
1,2,1,3,2,0,0,3,2,1.4996106704106216,-0.6558409654847149,-0.29783237488621195,5
0,1,0,4,0,4,3,0,0,1.4842870642649992,0.7191153478951486,0.8665422671946867,0
1,3,0,3,1,3,3,3,3,1.4998011099201929,0.729385141302936,-0.1570158814859134,2
2,2,0,1,2,1,4,1,4,1.4734255402033467,0.7364159327569229,-0.6177710512565565,4
0,3,0,3,0,0,0,3,3,1.4861557198000266,0.7196031058016994,0.7536712960319673,0
2,3,0,3,3,3,4,2,3,1.4915990969942048,0.6972555573943141,-0.6581876735192391,4
2,2,0,1,3,3,1,3,1,1.4843666884370874,0.7397801231477531,-0.6141165598470555,4
2,4,1,1,3,3,2,4,0,1.5053456865316384,-0.6641086897322275,-0.5911309121798344,1
1,3,0,4,3,3,4,4,4,1.482266537932117,0.7367206107631055,-0.22601895190323215,2
2,4,1,3,3,0,4,3,3,1.5091707426257606,-0.6605429736190115,-0.6975622620267454,1
1,4,1,2,4,1,4,4,4,1.5034005457996769,-0.6920842664785632,-0.16604396621253112,5
2,1,0,0,0,3,0,0,4,1.4893292830580687,0.6937392509550347,-0.5695913687478238,4
0,4,1,0,0,3,4,3,2,1.5101680494015342,-0.6963775594965943,0.7808559024482781,3
1,3,1,0,1,3,1,3,4,1.5067613827331698,-0.6934412140111036,-0.23715964433982872,5
0,2,0,2,4,0,0,2,2,1.487081686188429,0.6954661802875326,0.7447813058576022,0
0,3,1,3,4,0,1,1,3,1.5025372646490769,-0.7023222508288738,0.7439340415425562,3
0,4,1,0,2,1,2,0,2,1.5064961023823662,-0.6764214661504679,0.767682835484049,3
1,2,1,1,3,3,2,0,0,1.5056871107280168,-0.6682643441475229,-0.20975406244165654,5
2,4,0,2,1,0,3,3,2,1.4989350412093823,0.7450618945052963,-0.6057046702619173,4
1,0,1,1,1,4,3,0,4,1.5072237607767485,-0.6871090860464456,-0.18881472148748127,5
2,4,0,2,1,3,3,1,4,1.5008738173903522,0.7124493323471409,-0.5513773708739746,4
1,4,0,1,2,4,4,0,1,1.488562374662566,0.7237467629317792,-0.17830563181139547,2
2,4,0,3,0,0,3,1,1,1.4882860269427853,0.7165178486856378,-0.5415116528413175,4
0,2,0,4,4,4,4,2,0,1.4800472162046394,0.7191136946778794,0.7820632645813431,0
2,3,0,2,4,3,4,2,4,1.4904548403778382,0.6719050250292239,-0.6154948901018948,4
2,4,0,2,3,3,1,3,1,1.4968715659699032,0.7242360873518974,-0.6131337776564993,4
0,2,0,3,4,0,3,4,0,1.4880832278471052,0.7426959448132415,0.7921466213436053,0
2,0,1,4,3,2,2,4,4,1.4926862524065925,-0.6457000185720411,-0.6272624933758044,1
1,2,1,3,2,3,2,4,3,1.5017576380951325,-0.6718891280662775,-0.16143115982003278,5
0,1,1,1,1,2,3,0,2,1.5064645695258314,-0.681456859394336,0.8096534485915926,3
0,1,0,0,3,2,4,0,4,1.48695428706671,0.7164580704215867,0.7058798881582382,0
0,3,1,4,1,4,0,0,4,1.5042126887492226,-0.6753946038026067,0.7244413481478694,3
1,1,0,1,1,2,4,4,3,1.4820239503939119,0.7351633470408001,-0.12844731124308614,2
2,1,1,4,4,2,4,3,0,1.4989174823503562,-0.6556379268197133,-0.5864560124492947,1
1,3,0,3,1,1,2,3,0,1.484808712120991,0.7604547865816434,-0.23980823442576701,2
2,2,1,4,0,1,0,4,0,1.4923245606439925,-0.6506701092256895,-0.5249831413380545,1
2,4,0,2,4,3,3,3,3,1.5063389939016822,0.7135910323082592,-0.47970879333744176,4
2,2,0,4,0,0,4,3,1,1.4769838440439016,0.7526182906221656,-0.5830797114470471,4
0,2,0,3,0,1,4,3,2,1.4779071291631745,0.7450719520965363,0.7397809734218677,0
2,1,1,2,4,2,4,1,2,1.5032913078937584,-0.6972185560864841,-0.5992548455696557,1
0,0,1,3,0,3,3,2,0,1.5080903635900553,-0.7277633564137522,0.8073275978458245,3
2,3,0,3,4,2,2,1,1,1.4837876425127088,0.7298859308424279,-0.5822767155813473,4
0,3,0,2,4,4,1,1,2,1.4863582849388703,0.6989534296769596,0.7596202670892406,0
1,2,1,2,4,4,0,4,0,1.5058525858984442,-0.6828146426236059,-0.16447234462921229,5
2,2,0,1,2,0,1,3,1,1.4768408300785525,0.7451491183659709,-0.6223461819499814,4
2,0,1,2,0,2,3,0,4,1.5087247102198222,-0.7018859524287885,-0.5435993847129389,1
1,1,0,1,3,4,0,1,4,1.4761478128113055,0.7084010072587682,-0.23835143710348342,2
0,0,1,1,3,0,0,0,2,1.5066600671734915,-0.6754143011949059,0.6648757831602018,3
2,2,1,2,2,2,1,1,2,1.498837842646494,-0.6766237306196553,-0.6151728565558956,1
2,2,0,1,3,4,2,4,3,1.4783354267357722,0.7485869543440921,-0.5732106563382295,4
0,1,1,1,2,0,0,4,4,1.4910405002823537,-0.695185721213531,0.7336597901543208,3
2,0,1,3,0,3,0,4,3,1.5077499132441041,-0.6906687878632043,-0.5548641585073097,1
2,1,0,3,1,2,1,2,3,1.4818812352878246,0.7081879829685176,-0.5956554600275172,4
1,4,0,4,4,3,4,1,2,1.4903183192530052,0.7341444154355612,-0.14925016779749375,2
2,0,1,2,1,3,4,4,2,1.5138709568910318,-0.6757755842281513,-0.6354150519561507,1
1,2,0,4,2,2,2,3,1,1.4760677444504704,0.7684857841031877,-0.14697588933151798,2
0,3,1,0,2,3,3,4,1,1.5118818519133772,-0.7091871521747761,0.8425590090908794,3
0,4,1,1,2,4,4,3,2,1.501060022922677,-0.6742935510430993,0.7233166005753983,3
2,1,1,1,0,0,3,1,3,1.4974117685625032,-0.7131277327671576,-0.49446697898877556,1
1,3,1,1,3,3,2,4,4,1.4964481464226242,-0.6884231252534835,-0.2170829551721746,5
0,4,1,4,3,4,1,3,2,1.4992937393527757,-0.6569417678506484,0.7119032356417768,3
1,0,0,4,4,2,2,4,4,1.4758783371784698,0.7522357551732021,-0.13992766609731067,2
0,2,1,0,0,3,0,4,0,1.506120730901735,-0.6926454986519713,0.8289784336767072,3
0,4,1,2,4,1,1,2,2,1.5030116457690927,-0.723049383550727,0.788931874169546,3
1,4,1,4,4,4,0,4,0,1.503618249012031,-0.6627847203559768,-0.13521786535182545,5
1,4,0,2,2,4,3,1,4,1.4902018286381482,0.702961220386872,-0.1534485537057065,2
0,3,1,2,3,2,3,2,0,1.509537368806613,-0.7193064427757717,0.7684147323033562,3
0,3,0,2,1,0,2,1,0,1.4902831048961862,0.7264756228937924,0.7276583162774505,0
2,0,0,4,3,0,2,2,1,1.4787102943265764,0.7276017746133252,-0.6428967625394848,4
1,2,1,1,1,4,2,1,3,1.4979885419537615,-0.6754899883061807,-0.15066414934594555,5
1,4,0,2,3,0,3,4,2,1.4936578173515045,0.7318611287231453,-0.18958479153747645,2
1,2,1,3,4,1,3,2,1,1.5006290490820768,-0.710484764329551,-0.1284775167637949,5
1,1,0,0,0,1,0,4,0,1.479734503617116,0.7160667639458941,-0.1155179230893704,2
2,0,0,1,4,3,1,1,1,1.4875159368267759,0.7096921679998686,-0.5498352457749986,4
2,2,1,4,2,3,3,1,1,1.5046875858415545,-0.6757503002549683,-0.5135869106741919,1
0,0,0,0,3,2,3,0,4,1.4951836434963253,0.7225084843642484,0.7552529942325408,0
2,0,0,2,0,4,0,3,3,1.49130224546594,0.7144024399961292,-0.5607854235600521,4
2,3,0,4,1,2,2,1,2,1.4806102529144431,0.7639540345119943,-0.5935095122687742,4
1,0,0,2,4,1,4,1,3,1.4918203093533304,0.7101084638693644,-0.14254230125319295,2
1,3,0,2,4,2,0,3,4,1.4887521282749512,0.7178645101179807,-0.19594087092505164,2
2,4,0,4,4,3,4,2,2,1.4889671866697143,0.7152506093025238,-0.5691586540395934,4
1,2,0,0,0,3,3,2,4,1.484744349617842,0.6720950437477444,-0.10156840879177935,2
2,2,1,1,3,3,0,2,4,1.4988205601639724,-0.7091418213160637,-0.6494888568851324,1
2,1,1,2,4,1,4,0,0,1.5087488550072659,-0.6922304629741979,-0.596270886564132,1
2,1,0,0,1,2,3,4,4,1.4861905144200929,0.7288141703922963,-0.5433845639964278,4
2,3,1,0,3,3,3,0,2,1.5186994744518223,-0.6929341075175562,-0.6171441349391804,1
0,4,0,2,0,1,3,3,0,1.4928747814694612,0.7205334726774392,0.8678142650893038,0
1,1,1,4,2,0,2,3,3,1.493497280711484,-0.6665964837981612,-0.17940921502498347,5
2,4,1,4,3,4,1,4,2,1.4968285127444763,-0.652071275992238,-0.6257618811429119,1
0,3,0,1,2,3,2,3,3,1.4869028746645183,0.7220878359586971,0.8051834192922098,0
0,0,1,3,3,1,4,4,4,1.4976401620523796,-0.6714697044720693,0.6610742434022612,3
0,4,0,2,1,2,3,0,1,1.5045435300314072,0.7246032363251683,0.8519367181321871,0
1,1,1,1,1,4,4,2,4,1.4917843499997712,-0.7232358736338809,-0.23572684349138384,5
1,3,0,1,1,0,0,4,0,1.4854804795013445,0.7442738785724864,-0.21112618107287284,2
1,4,1,3,4,4,3,4,2,1.5071002625615346,-0.6798752809370489,-0.1500480066889944,5
2,1,0,0,1,3,0,4,2,1.4924232280662413,0.7287853920516707,-0.5925016191077154,4
1,2,1,4,4,0,2,2,3,1.4941885200603295,-0.6920179638992223,-0.13907197145382943,5
0,0,1,4,0,4,3,0,0,1.505867805766805,-0.6823463085007754,0.8397908459253175,3
2,1,1,4,3,0,2,3,0,1.4949265627715638,-0.6471717372386642,-0.6682884329057003,1
1,0,0,3,1,0,2,2,4,1.4799179351592358,0.7150999406528483,-0.2893894316393941,2
0,2,0,0,1,4,4,1,2,1.4877573569096532,0.733300245557309,0.7261257409428684,0
0,3,0,1,2,3,4,1,3,1.488889604087672,0.7041537621213583,0.7975413716033267,0
0,3,0,3,4,0,2,3,2,1.4836857579992555,0.7398689967051627,0.692839521002499,0
0,3,0,3,0,1,4,0,4,1.4812467261367184,0.713701139068776,0.7327908538955121,0
