ug_course,ug_specialization,interests,skills,ug_score,ug_score_num,Final_Cluster,Career_Group,SVD1,SVD2,SVD3,profile_doc
bcom,accounting and finance,data analytics; digital marketing; financial analysis; gaming; government job; human behavior; human biology; journalism; research; sales and marketing; social justice; supply chain; teaching; technology; trading,accounting; active listening; analytical thinking; business knowledge; communication; critical thinking; data visualization; finance related skills; gathering information; interpersonal skills; leadership; mass communication; negotiation; people management; problem solving; product knowledge; risk management skills; sales; wealth management,80,80.0,7,Research Analyst / Consultant,3.686100378286966,-2.9325318450050015,-0.34749516581000744,accounting  active listening  analytical thinking  business knowledge  communication  critical thinking  data visualization  finance related skills  gathering information  interpersonal skills  leadership  mass communication  negotiation  people management  problem solving  product knowledge  risk management skills  sales  wealth management data analytics  digital marketing  financial analysis  gaming  government job  human behavior  human biology  journalism  research  sales and marketing  social justice  supply chain  teaching  technology  trading bcom accounting and finance
bca,programming,service; technology,c; communication; machine learning; programming language skills; r; sales; writing,76.95,76.95,1,Software Developer / Tech Generalist,1.3785442312586242,0.1873463163428873,-0.0711215738531561,c  communication  machine learning  programming language skills  r  sales  writing service  technology bca programming
bca,programming,teaching,active listening; teaching,69,69.0,9,Operations / IT Generalist / Corporate,0.45623922179299736,-0.1987880825372857,-0.11589886493803009,active listening  teaching teaching bca programming
be btech,civil engineering,market research,business knowledge; civil criminal law; product knowledge,74.955,74.955,1,Software Developer / Tech Generalist,0.8762828257708394,0.1841030577121781,0.8258733876200153,business knowledge  civil criminal law  product knowledge market research be btech civil engineering
be btech,mechanical engineering,design,critical thinking; designing skills; interpersonal skills; problem solving; python,73.15,73.15,1,Software Developer / Tech Generalist,1.469582650020895,0.35374860682103176,0.5520188259073102,critical thinking  designing skills  interpersonal skills  problem solving  python design be btech mechanical engineering
bba,management,financial analysis,financial analysis; financial modeling; financial services; marketing strategy; strategic planning,73.625,73.625,1,Software Developer / Tech Generalist,0.3433004355101492,-0.05016365526531487,0.41593377269339177,financial analysis  financial modeling  financial services  marketing strategy  strategic planning financial analysis bba management
be btech,automobile engineering,entrepreneurship; financial analysis; sales and marketing; technology,business knowledge; communication; design and analysis of automobile components; design for manufacturer and assemble; designing skills; interpersonal skills; leadership; market research; people management; presentation; sales; team work; vehicle maintenance and reconditioning; work under pressure,84.55,84.55,2,Entrepreneur / Product Manager,2.1173786728146955,-1.1123297080620196,1.4588242730375893,business knowledge  communication  design and analysis of automobile components  design for manufacturer and assemble  designing skills  interpersonal skills  leadership  market research  people management  presentation  sales  team work  vehicle maintenance and reconditioning  work under pressure entrepreneurship  financial analysis  sales and marketing  technology be btech automobile engineering
be btech,electronics and communication engineering,embedded systems,creativity skills; designing skills; embedded systems; excel; iot; logical thinking; observation skills; risk managing; simulation; vlsi design,81.795,81.795,8,EdTech / Teaching / Curriculum Designer,0.7653186293784382,0.15865151739800618,0.9017950789805182,creativity skills  designing skills  embedded systems  excel  iot  logical thinking  observation skills  risk managing  simulation  vlsi design embedded systems be btech electronics and communication engineering
be btech,computer science engineering,research,analytical thinking; c; communication; creativity skills; critical thinking; excel; interpersonal skills; java; logical thinking; negotiation; presentation; programming; python; sql,75.05,75.05,2,Entrepreneur / Product Manager,2.5069250984650537,0.37381658716395927,0.6463651387871507,analytical thinking  c  communication  creativity skills  critical thinking  excel  interpersonal skills  java  logical thinking  negotiation  presentation  programming  python  sql research be btech computer science engineering
be btech,electronics and communication engineering,technology,no,66.5,66.5,9,Operations / IT Generalist / Corporate,0.8597968972597136,0.7465321222191061,0.5523031753808587,no technology be btech electronics and communication engineering
bcom,marketing,sales and marketing,active listening; business knowledge; communication; interpersonal skills; leadership; negotiation; problem solving; product knowledge; sales,55,55.0,4,Sales & Marketing / Business Development,1.3805606504056174,-1.744694816581287,0.06792222095835584,active listening  business knowledge  communication  interpersonal skills  leadership  negotiation  problem solving  product knowledge  sales sales and marketing bcom marketing
bcom,economics,sales and marketing,business knowledge,85,85.0,6,Finance / Accounting / Investment Analyst,0.33945709649126443,-0.5035224721567655,0.06891139355607306,business knowledge sales and marketing bcom economics
be btech,computer science engineering,software development,no,76,76.0,1,Software Developer / Tech Generalist,0.6955062324572163,0.7331357195475308,0.900402554241091,no software development be btech computer science engineering
be btech,computer science engineering,data analytics; financial analysis; technology; trading,analytical thinking; business knowledge; data visualization; machine learning; negotiation; problem solving; sql,76.475,76.475,0,Data Analyst / BI Specialist,2.366581198602556,0.5702244404087771,0.018766020100769276,analytical thinking  business knowledge  data visualization  machine learning  negotiation  problem solving  sql data analytics  financial analysis  technology  trading be btech computer science engineering
be btech,mechanical engineering,trading,active listening; business knowledge; communication; risk management skills; sales,63,63.0,9,Operations / IT Generalist / Corporate,1.3403809491026375,-0.3157669289994829,0.24373407415108858,active listening  business knowledge  communication  risk management skills  sales trading be btech mechanical engineering
be btech,computer science,financial analysis; social causes; technology; web design; web development,accounting; analytical thinking; business knowledge; c; communication; critical thinking; finance related skills; problem solving; programming language skills; python; sql,87.59,87.59,0,Data Analyst / BI Specialist,2.704356560210028,0.16220169701108894,-0.6135292124131819,accounting  analytical thinking  business knowledge  c  communication  critical thinking  finance related skills  problem solving  programming language skills  python  sql financial analysis  social causes  technology  web design  web development be btech computer science
pharmacy,pharmacy,research,active listening; creativity skills; logical thinking; team work,72,72.0,1,Software Developer / Tech Generalist,0.673533786840788,-0.30354686727297836,0.6876833005316709,active listening  creativity skills  logical thinking  team work research pharmacy pharmacy
bcom,commerce,financial analysis,accounting; cost accounting,51.3,51.3,6,Finance / Accounting / Investment Analyst,0.2788393990138785,-0.4794937698039217,-0.02839199330335985,accounting  cost accounting financial analysis bcom commerce
bsc,design,interior design,architecture; designing skills; leadership; mass communication; people management; programming language skills; writing,74,74.0,3,Civil Services / Government / Research,0.9843711752502994,-0.5043524473699421,0.18970224648303233,architecture  designing skills  leadership  mass communication  people management  programming language skills  writing interior design bsc design
bcom,commerce,entrepreneurship,business knowledge; product knowledge; sales; team work,57,57.0,4,Sales & Marketing / Business Development,0.4929219586898681,-0.7245558597870259,0.38244520589381203,business knowledge  product knowledge  sales  team work entrepreneurship bcom commerce
be btech,information technology,entrepreneurship,communication; gathering informing; interpersonal skills; leadership; mass communication; observation skills; people management; risk managing; team work; work under pressure,65.55,65.55,2,Entrepreneur / Product Manager,1.4670222973286104,-0.6110057479262749,1.1573944847844266,communication  gathering informing  interpersonal skills  leadership  mass communication  observation skills  people management  risk managing  team work  work under pressure entrepreneurship be btech information technology
bsc,chemistry,government job,sports,74.1,74.1,1,Software Developer / Tech Generalist,0.33321244800566996,0.040188124370004685,0.2850152434895717,sports government job bsc chemistry
bca,computer applications,technology,artificial intelligence; java; machine learning; python; sql; tableau,76,76.0,5,AI/ML Engineer / Data Scientist,1.2968278692185549,1.1090459137941215,-0.13407541800199396,artificial intelligence  java  machine learning  python  sql  tableau technology bca computer applications
be btech,automobile engineering,entrepreneurship; human behavior; research,analytical thinking; critical thinking; designing skills; excel; observation skills; product knowledge; reading; reporting; risk managing; team work,76,76.0,2,Entrepreneur / Product Manager,1.6732121395780055,-0.387255367599298,1.4641578299216438,analytical thinking  critical thinking  designing skills  excel  observation skills  product knowledge  reading  reporting  risk managing  team work entrepreneurship  human behavior  research be btech automobile engineering
be btech,electrical and electronics engineering,blockchain; information technology,aks; apache; aws; aws ec2; bash; continuous integration and continuous delivery ci cd; docker; internet information services iis; jenkins; kubernetes; new relic apm; terraform,74.67,74.67,1,Software Developer / Tech Generalist,0.6723772161394246,0.6244726968510993,0.7863361248566718,aks  apache  aws  aws ec2  bash  continuous integration and continuous delivery ci cd  docker  internet information services iis  jenkins  kubernetes  new relic apm  terraform blockchain  information technology be btech electrical and electronics engineering
be btech,computer science engineering,software development,full stack development; java; python; react,74.1,74.1,1,Software Developer / Tech Generalist,1.0178030575378239,1.0909896442262443,0.6027252528162463,full stack development  java  python  react software development be btech computer science engineering
be btech,mechanical engineering,data science; excel; machine learning; supply chain,active listening; analytical thinking; machine learning; negotiation; problem solving; product knowledge; python; risk management skills,88.35,88.35,0,Data Analyst / BI Specialist,1.8974967407455683,0.23242672924433663,-0.5093399080171991,active listening  analytical thinking  machine learning  negotiation  problem solving  product knowledge  python  risk management skills data science  excel  machine learning  supply chain be btech mechanical engineering
be btech,computer science engineering,software development,android development; codeigniter; graphic design; java development; web development,73.15,73.15,1,Software Developer / Tech Generalist,0.6882889670877677,0.7018050263946234,0.8600376978092139,android development  codeigniter  graphic design  java development  web development software development be btech computer science engineering
be btech,mechanical engineering,data analytics; data science; government job; trading,data visualization; python; sql,78.185,78.185,0,Data Analyst / BI Specialist,1.6119375271969798,1.2074913363252504,-0.33905335646979284,data visualization  python  sql data analytics  data science  government job  trading be btech mechanical engineering
bcom,commerce,financial analysis,accounting; active listening; artistic creative skills; business knowledge; communication; critical thinking; gathering information; social media marketing,63,63.0,6,Finance / Accounting / Investment Analyst,1.3011819823787842,-1.3177862611968656,-0.42947213439193477,accounting  active listening  artistic creative skills  business knowledge  communication  critical thinking  gathering information  social media marketing financial analysis bcom commerce
bsc,physics,technology,accounting; active listening; artificial intelligence; creativity skills; critical thinking; excel; logical thinking; observation skills; presentation; problem solving; product knowledge; programming; python; reading; risk managing; team work,68.685,68.685,2,Entrepreneur / Product Manager,1.9751758581333754,-0.54701136531232,0.5309643807679901,accounting  active listening  artificial intelligence  creativity skills  critical thinking  excel  logical thinking  observation skills  presentation  problem solving  product knowledge  programming  python  reading  risk managing  team work technology bsc physics
be btech,mechanical engineering,industry; technology,cad cae autocad catia ansys proe seimensnx,74.1,74.1,1,Software Developer / Tech Generalist,0.9725918724688171,0.7858831154068832,1.009220616491127,cad cae autocad catia ansys proe seimensnx industry  technology be btech mechanical engineering
mtech,electronics and communication engineering,content writing; data analytics; data science; design; digital marketing; excel; gardening; information technology; machine learning; market research; research; sales and marketing; service; social media marketing; teaching; technology; web design; web development,analytical thinking; architecture; artificial intelligence; aws; c; communication; designing skills; editing; javascript; leadership; machine learning; matlab; php; problem solving; programming language skills; python; r; sales; social media marketing; sql; teaching; writing,87,87.0,7,Research Analyst / Consultant,3.538109067649229,-0.21868784188737025,-2.001850499988076,analytical thinking  architecture  artificial intelligence  aws  c  communication  designing skills  editing  javascript  leadership  machine learning  matlab  php  problem solving  programming language skills  python  r  sales  social media marketing  sql  teaching  writing content writing  data analytics  data science  design  digital marketing  excel  gardening  information technology  machine learning  market research  research  sales and marketing  service  social media marketing  teaching  technology  web design  web development mtech electronics and communication engineering
bsc,statistics,data analytics,analytical thinking; critical thinking; leadership; machine learning; problem solving; python,69.35,69.35,0,Data Analyst / BI Specialist,1.5327918732162322,-0.04253834576039486,-1.028500337970667,analytical thinking  critical thinking  leadership  machine learning  problem solving  python data analytics bsc statistics
be btech,computer science engineering,information technology,java; problem solving; programming; python; sql,69,69.0,5,AI/ML Engineer / Data Scientist,1.4401315358001996,1.078201153149016,-0.025725257929045682,java  problem solving  programming  python  sql information technology be btech computer science engineering
bsc,information technalogy,research; technology,active listening; analytical thinking; artificial intelligence; c; creativity skills; editing; machine learning; mass communication; problem solving; python; team work,89.87,89.87,2,Entrepreneur / Product Manager,1.920361604690031,-0.07098736071601697,-0.3697873116168659,active listening  analytical thinking  artificial intelligence  c  creativity skills  editing  machine learning  mass communication  problem solving  python  team work research  technology bsc information technalogy
bcom,commerce,blockchain,artistic creative skills,60,60.0,4,Sales & Marketing / Business Development,0.17109689915367593,-0.27175825155125904,-0.13074290845921707,artistic creative skills blockchain bcom commerce
be btech,industrial engineering,data analytics; data science; financial analysis; gardening; human behavior; human biology; research; trading,analytical thinking; business knowledge; civil criminal law; communication; critical thinking; data visualization; finance related skills; gathering information; interpersonal skills; leadership; machine learning; negotiation; people management; problem solving; product knowledge; python; risk management skills; sql,72,72.0,7,Research Analyst / Consultant,3.7157049534641664,-0.8644725704707138,-0.8234432770951947,analytical thinking  business knowledge  civil criminal law  communication  critical thinking  data visualization  finance related skills  gathering information  interpersonal skills  leadership  machine learning  negotiation  people management  problem solving  product knowledge  python  risk management skills  sql data analytics  data science  financial analysis  gardening  human behavior  human biology  research  trading be btech industrial engineering
be btech,mechanical engineering,supply chain; technology,business knowledge; negotiation; product knowledge; sales,60.8,60.8,9,Operations / IT Generalist / Corporate,1.2690990222278389,0.14204123962533086,0.5803216730719682,business knowledge  negotiation  product knowledge  sales supply chain  technology be btech mechanical engineering
diploma,manufacturing engineering,technology,designing skills,70,70.0,9,Operations / IT Generalist / Corporate,0.5369342281652659,0.17553924027538523,0.11281952712269888,designing skills technology diploma manufacturing engineering
bcom,accounting and finance,financial analysis,company law; company secretarial work; corporate law; corporate social responsibility; due diligence; industrial and labour law; public company compliance; regulatory compliance; statutory compliances,83.03,83.03,6,Finance / Accounting / Investment Analyst,0.25569452614235505,-0.30604452159300266,0.028614511347683346,company law  company secretarial work  corporate law  corporate social responsibility  due diligence  industrial and labour law  public company compliance  regulatory compliance  statutory compliances financial analysis bcom accounting and finance
be btech,computer science engineering,data analytics; design; research; technology,active listening; client management; communication; programming language skills,68.02,68.02,9,Operations / IT Generalist / Corporate,1.8015434115972564,0.4589097824883519,-0.0641390659552542,active listening  client management  communication  programming language skills data analytics  design  research  technology be btech computer science engineering
be btech,computer science engineering,teaching; technology; web design,active listening; content creation; gathering information; mass communication; programming language skills,68.4,68.4,9,Operations / IT Generalist / Corporate,1.50603830571405,0.4621861976007208,0.06000632590186688,active listening  content creation  gathering information  mass communication  programming language skills teaching  technology  web design be btech computer science engineering
be btech,information technology,human behavior; human biology; technology,analytical thinking; gathering informing; risk managing; sql,76,76.0,1,Software Developer / Tech Generalist,1.4291399762928554,0.6536809824838554,0.784473324095819,analytical thinking  gathering informing  risk managing  sql human behavior  human biology  technology be btech information technology
bsc,computer science,data analytics; data science; technology,analytical thinking; data visualization; python; sql,66.5,66.5,0,Data Analyst / BI Specialist,1.542222449549954,0.9339656891287385,-1.2213198540020238,analytical thinking  data visualization  python  sql data analytics  data science  technology bsc computer science
bsc,computer science,digital marketing; market research,analytical thinking; business knowledge; communication; data visualization; designing skills; excel; hospitality; human resources; leadership; people management; presentation; problem solving; product knowledge; risk management skills; sql; writing,75,75.0,3,Civil Services / Government / Research,2.3190264453789866,-1.397103526015051,-0.08086185950368568,analytical thinking  business knowledge  communication  data visualization  designing skills  excel  hospitality  human resources  leadership  people management  presentation  problem solving  product knowledge  risk management skills  sql  writing digital marketing  market research bsc computer science
be btech,mathematics,teaching; technology,analytical thinking; c; logical thinking; writing,71.25,71.25,1,Software Developer / Tech Generalist,1.3962372343885996,0.524606979816963,0.8593188748902298,analytical thinking  c  logical thinking  writing teaching  technology be btech mathematics
bca,computer applications,technology,active listening; negotiation,71.25,71.25,1,Software Developer / Tech Generalist,0.7768560743796097,0.021464383889830158,0.483845753208665,active listening  negotiation technology bca computer applications
be btech,information technology,technology,java; programming; sql,76,76.0,5,AI/ML Engineer / Data Scientist,1.2200742920359489,1.0936576004196517,0.8695482555662766,java  programming  sql technology be btech information technology
be btech,electrical and electronics engineering,software development,full stack development,78.85,78.85,1,Software Developer / Tech Generalist,0.6263277725833876,0.6149183544979153,0.8648712513467931,full stack development software development be btech electrical and electronics engineering
be btech,electrical and electronics engineering,data science; machine learning; sports industry,analytical thinking; business knowledge; communication; programming language skills; python; sql,73.53,73.53,0,Data Analyst / BI Specialist,1.919625270136649,0.8188890742459441,-0.21689612646875,analytical thinking  business knowledge  communication  programming language skills  python  sql data science  machine learning  sports industry be btech electrical and electronics engineering
be btech,computer science engineering,data science; machine learning,artificial intelligence; c; data visualization; java; linux; machine learning; programming language skills; python; r; sql,73.625,73.625,5,AI/ML Engineer / Data Scientist,2.0072572530018618,1.870670813495059,-0.6848954663678293,artificial intelligence  c  data visualization  java  linux  machine learning  programming language skills  python  r  sql data science  machine learning be btech computer science engineering
bcom,accounting business and management,digital marketing; financial analysis; research; sales and marketing,artificial intelligence; business knowledge; communication; critical thinking; negotiation,85.69,85.69,6,Finance / Accounting / Investment Analyst,1.205692771642157,-1.2069177836346678,-0.17782580516986574,artificial intelligence  business knowledge  communication  critical thinking  negotiation digital marketing  financial analysis  research  sales and marketing bcom accounting business and management
mba,marketing,sales and marketing,business knowledge; communication; people management; product knowledge; sales; social media marketing,72,72.0,6,Finance / Accounting / Investment Analyst,0.9481236909766397,-0.9229560959107785,0.4557096050697377,business knowledge  communication  people management  product knowledge  sales  social media marketing sales and marketing mba marketing
be btech,civil engineering,product lifecycle management,agile methodologies; business development; c; digital marketing; metrics; microsoft officebentley inroadsproduct requirements; product innovation; product management; research; usability testing; user experience ux; user stories,72.675,72.675,1,Software Developer / Tech Generalist,0.7154011723524658,0.6406276426506374,0.7710124158166483,agile methodologies  business development  c  digital marketing  metrics  microsoft officebentley inroadsproduct requirements  product innovation  product management  research  usability testing  user experience ux  user stories product lifecycle management be btech civil engineering
be btech,electrical and electronics engineering,technology,industrial control; inverters; matlab; plc; power electronics; simulink; switchgear; variable frequency drives,79.8,79.8,1,Software Developer / Tech Generalist,0.9284574787710931,0.785642877397347,0.9560092644469639,industrial control  inverters  matlab  plc  power electronics  simulink  switchgear  variable frequency drives technology be btech electrical and electronics engineering
bsc,computer science,data analytics; technology,c; communication; editing; people management; programming language skills; sql,78,78.0,5,AI/ML Engineer / Data Scientist,1.5962341666031368,0.31320141455613854,-0.2240396101600724,c  communication  editing  people management  programming language skills  sql data analytics  technology bsc computer science
be btech,computer science engineering,web development,active listening; critical thinking; gathering information; hardware; programming language skills,71,71.0,1,Software Developer / Tech Generalist,1.3375442135484872,0.3587007927688702,0.2350543236464131,active listening  critical thinking  gathering information  hardware  programming language skills web development be btech computer science engineering
be btech,computer science engineering,supply chain; technology,analytical thinking; artificial intelligence; machine learning; python; sql,85,85.0,5,AI/ML Engineer / Data Scientist,1.704513919611987,1.298225131959845,-0.217710855533492,analytical thinking  artificial intelligence  machine learning  python  sql supply chain  technology be btech computer science engineering
be btech,civil engineering,construction; construction management; data analytics; data science; financial analysis; interior design; project management,communication; construction management; gathering information; javascript; people management; problem solving; python; sales,68.495,68.495,0,Data Analyst / BI Specialist,1.925584919307502,0.13076889569426664,-0.5295065501207211,communication  construction management  gathering information  javascript  people management  problem solving  python  sales construction  construction management  data analytics  data science  financial analysis  interior design  project management be btech civil engineering
law hons,statistics,human behavior,active listening; civil criminal law; machine learning; negotiation; people management,61.4,61.4,9,Operations / IT Generalist / Corporate,0.7602050329402363,-0.43953133321728244,-0.2232374809137922,active listening  civil criminal law  machine learning  negotiation  people management human behavior law hons statistics
be btech,law,entrepreneurship; research; sales and marketing; technology,analytical thinking; logical thinking; product knowledge; team work,68.4,68.4,9,Operations / IT Generalist / Corporate,1.4680218304926944,0.0895500102644358,0.8347585529979756,analytical thinking  logical thinking  product knowledge  team work entrepreneurship  research  sales and marketing  technology be btech law
be btech,mechanical engineering,government job; research; supply chain; technology,active listening; artistic creative skills; client management; communication; critical thinking; editing; gathering information; hardware; hospitality; human resources; leadership; mass communication; negotiation; people management; presentation; problem solving; product knowledge; risk management skills; social media marketing; writing,72.675,72.675,3,Civil Services / Government / Research,3.142254024114285,-1.5863544994813714,0.4873177047285184,active listening  artistic creative skills  client management  communication  critical thinking  editing  gathering information  hardware  hospitality  human resources  leadership  mass communication  negotiation  people management  presentation  problem solving  product knowledge  risk management skills  social media marketing  writing government job  research  supply chain  technology be btech mechanical engineering
be btech,electrical and electronics engineering,research; teaching; technology; trading,accounting; active listening; communication; problem solving; product knowledge,52,52.0,4,Sales & Marketing / Business Development,1.7738224393613031,-0.4242087653024753,0.48965070740254807,accounting  active listening  communication  problem solving  product knowledge research  teaching  technology  trading be btech electrical and electronics engineering
be btech,electrical and electronics engineering,data science; human behavior; human biology; industry; market research; research; social media marketing; teaching; technology; trading,analytical thinking; critical thinking; matlab; medical knowledge; problem solving; programming language skills; python; teaching,62.26,62.26,0,Data Analyst / BI Specialist,2.47170101715334,0.3427622721459705,-0.5245720040894125,analytical thinking  critical thinking  matlab  medical knowledge  problem solving  programming language skills  python  teaching data science  human behavior  human biology  industry  market research  research  social media marketing  teaching  technology  trading be btech electrical and electronics engineering
be btech,mechanical engineering,market research; project management; sap mm,analytical thinking; business knowledge; finance related skills; presentation; problem solving; risk management skills,80.75,80.75,8,EdTech / Teaching / Curriculum Designer,1.3333672670270333,-0.27614083947137136,0.20384762022569602,analytical thinking  business knowledge  finance related skills  presentation  problem solving  risk management skills market research  project management  sap mm be btech mechanical engineering
